N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
14706|0.76588243|0.9171412|0.8227937|0.8674095|1|Subject:Dry_cell_(prison)|0.166666672|rt @clevesmith: bet her pussy smell like dried up oysters
14707|0.76581967|0.91705114|0.8227937|0.86736923|1|Subject:Juice_jacking|0.093333334|rt @clevesmith: i bet this hoe pussy juices look like spoiled chocolate milk &#128514;
14708|0.76583886|0.9170593|0.82280934|0.8673815|1|Subject:Blinding_(punishment)|0.150000006|"rt @clicquotsuave: 20 bitches in the lobby, its plenty bitches in the lobby"
14709|0.76585805|0.9170674|0.82282495|0.8673938|1|Subject:Adult_abuse|0.485714316|"rt @clicquotsuave: perfect vision....me, my niggs, mas hoes, mas clicquot, mas dom p, mas moet, ""my type of party"" blasting out a cali condo"
14710|0.7657953|0.9170674|0.8227525|0.86735356|2|Subject:Internet_vigilantism|0.375000000|rt @clicquotsuave: bunch of rappers boutta flood the internets w/ trash remixes
14711|0.7658145|0.9170756|0.8227681|0.8673659|1|Subject:Cliff_Muntu|0.125000000|rt @clicquotsuave: drop that pussy bitchhhhhhh
14713|0.7658337|0.9170837|0.8227837|0.8673781|1|Subject:Nuisance_fee|0.200000003|rt @clicquotsuave: nigg complaining about a journal and bitches half naked
14714|0.76585287|0.91709185|0.8227993|0.8673905|1|Subject:Offences_Against_the_Person_Act|0.323809564|"rt @clicquotsuave: we were at the party last night and p goes...""bro this nigg got on chucks just chillin and dancing w/ all the bitches""..&#8230;"
14715|0.76587206|0.91709995|0.8228149|0.8674028|1|Subject:Bitch_tits|0.349999994|rt @clicquotsuave: what does the fox say bitch?
14716|0.7658912|0.9171081|0.8228305|0.86741513|1|Subject:Nuisance_fee|0.200000003|"rt @cliftonsings: oi @klitschko ya big boring cunt, kubrats a comin'... http://t.co/mg2sre0jr8"
14717|0.7659104|0.9171162|0.82284606|0.86742735|1|Subject:Fire_sacrifice|0.349999994|rt @clintswiftness: &#8220;@godhimseif: is that fire works &#128165; or pussy poppin&#8221; @00sexilexi00 nigga wtf sounds like something you'd say
14718|0.7659296|0.9171244|0.8228617|0.8674397|1|Subject:Nuisance_fee|0.200000003|rt @clintswiftness: @00sexilexi00 you is a bitch ass nigguh
14719|0.7659487|0.9171325|0.8228772|0.86745197|1|Subject:Nuisance_fee|0.400000006|"rt @clintswiftness: i hate bees man. they be like ""buzz buzz bitch"" and i'm like ""nah man i ain't done shit to you"""
14720|0.7659679|0.9171406|0.82289284|0.86746436|1|Subject:Adult_abuse|0.400000006|rt @cloudprojection: females are more thirsty for attention than males are for pussy.
14723|0.76598704|0.91714877|0.8229084|0.8674766|1|Subject:The_Color_Orange|0.266666681|"rt @cloydrivers: roses are red, camo is green. trick or treat bitches, happy halloween. merica."
14724|0.76600623|0.9171569|0.822924|0.8674889|1|Subject:Offence_against_the_person|0.433333337|rt @cloydrivers: some of you fellas should dress up as real men for halloween. 'cause you've been actin' like bitches all year long. merica.
14725|0.7659435|0.9171569|0.8228516|0.8674486|2|Subject:Animal_bite|0.333333343|"rt @cloydriverspics: ran outside mullet flowin', nips shown'. shotgunned a cold one and yelled, ""saturday, welcome back you sexy beast. mer&#8230;"
14727|0.7658808|0.9171569|0.82277924|0.86740845|2|Subject:The_Color_Orange|0.466666669|rt @clutchlikemj: tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;
14729|0.76589996|0.917165|0.82279485|0.86742073|1|Subject:Offences_Against_the_Person_Act|0.323809564|"rt @clyde_fadeall: plz don't tell nobody, bitch i know you got a man..lol i ain't gon tell nobody!"
14730|0.76591915|0.9171731|0.8228104|0.867433|1|Subject:Nuisance_fee|0.200000003|rt @cocomilan18: &#8220;@me1st_u_last: this bitch @gotdamnchat ain't got a bit of sense lmaoo!! http://t.co/tbpcqwngqf&#8221; &#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;
14732|0.7659383|0.9171812|0.82282597|0.8674453|1|Subject:Butler_lie|0.125000000|rt @cobenotkobe: all hoes lie.......
14733|0.7659575|0.91718936|0.8228416|0.86745757|1|Subject:Time-out_(parenting)|0.222222224|rt @cocaine_papii: if you don't make her go to sleep after y'all fucked then your pipe game trash
14734|0.7659766|0.91719747|0.82285714|0.86746985|1|Subject:Infinity_(wargame)|0.114285722|rt @cockybelichick: time for the comeback pussies. #kisstherings
14735|0.76599574|0.9172056|0.8228727|0.8674821|1|Subject:Faithfulness|0.146666676|rt @codelez: you gotta know the difference between a good girl and good pussy
14737|0.7660149|0.9172137|0.82288826|0.86749446|1|Subject:Amercement|0.250000000|"rt @coliegeprobs: liquor before beer you're in the clear, beer before liquor you'll be fine don't be a bitch"
14738|0.766034|0.9172218|0.8229039|0.86750674|1|Subject:Nuisance_fee|0.200000003|rt @colarbearr: &#8220;@hoeslovemytweet: niggas really be proud of having hoes. but how many of y'all gonna bring them dirty bitches home to your&#8230;
14739|0.76605314|0.9172299|0.8229194|0.867519|1|Subject:Spray-on_clothing|0.200000003|rt @coleflexxx: fingering n eating the pussy at the same time is good &#128203;&#128221;
14740|0.76607233|0.917238|0.822935|0.8675313|1|Subject:Bitch_tits|0.250000000|rt @colemcdowell2: &#8220;@friendlyassh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co&#8230;
14741|0.76609147|0.9172461|0.82295054|0.8675435|1|Subject:Offence_against_the_person|0.357142866|rt @coleymonique: all the niggas in the world why tf do bitches mess with their friends nigga?
14742|0.76611054|0.9172542|0.8229661|0.8675558|1|Subject:2_+_2_=_5|0.202222228|rt @coley_cee: &lt;----- new avi:) me &amp;&amp; my two yellow bitches @no_fakingg &amp; @lil_aerii '
14743|0.7661297|0.9172623|0.82298166|0.86756814|1|Subject:Bitch_tits|0.250000000|rt @coley_cee: @lil_aerii bitch where tf you think you going?!
14744|0.7661488|0.9172704|0.8229972|0.86758035|1|Subject:Domestic_violence_in_same-sex_relationships|0.333333343|"rt @coley_cee: @lil_aerii yeaaaaahhhh, like relationship wise. so i was like oh no not my reedzy thuggin, bitch suppose to thug it out!"
14745|0.76608616|0.9172704|0.8229249|0.8675402|2|Subject:Door_gunner|0.083333336|rt @colinfreeze: isis supporters in america: the jihadis next door http://t.co/aimv7gib24 @mlnestel @vocativ http://t.co/ajuau5ywiv
14746|0.7661053|0.9172785|0.82294047|0.86755246|1|Subject:Small_power|0.125000000|rt @collegeboy3000: finally mellie got some back bone. i might like her this season. 1976 pussy! #scandal
14747|0.76604265|0.9172785|0.82286817|0.8675123|2|Subject:Offence_against_the_person|0.338624358|rt @comedianspank: i went to college every college got a bird class where u can get ya friend to sign u in &amp; get an a out the class rashad &#8230;
14748|0.7660618|0.91728663|0.8228837|0.8675245|1|Subject:Zaria_Quds_Day_massacres|0.161904782|rt @comedypics: if kanye took kim to mcdonald&#8217;s then ya hoes don&#8217;t deserve $200 dates http://t.co/2qk4i1frts
14749|0.7660809|0.9172947|0.8228993|0.8675368|1|Subject:Offences_Against_the_Person_Act|0.333333343|"rt @comedyposts: when you make a joke and someone you hate laughs and you're thinking: ""no bitch you aren't allowed to laugh""."
14750|0.76610005|0.9173028|0.82291484|0.867549|1|Subject:Hello_Punjab|0.183333337|rt @commonblackgiri: when a hoe says hi to bae http://t.co/95bbmgjijf
14751|0.7661191|0.9173109|0.8229304|0.8675613|1|Subject:Bitch_(insult)|0.109722227|rt @commonwhitegiri: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch
14752|0.76613826|0.917319|0.82294595|0.8675736|1|Subject:Nuisance_fee|0.200000003|rt @commonwhitegiri: hiding your favorite snacks from your family bc you're a selfish bitch
14754|0.7660757|0.91722924|0.82294595|0.8675334|0|Subject:The_Roll_Call|0.033333335|rt @comp10tx: lowkey called that faggot a faggot.
14756|0.76609474|0.91723734|0.82296145|0.86754566|1|Subject:Offences_Against_the_Person_Act|0.333333343|rt @complexmorality: when someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/ov5q8lvsjn
14758|0.76603216|0.91723734|0.82288927|0.86750555|2|Subject:Gating_(punishment)|0.111111112|rt @conservativela: let the dem concern-trolling commence in earnest! wagons ho!
14759|0.76596963|0.91723734|0.822817|0.8674654|2|Subject:Anti-Shi'ism|0.171428606|rt @consrvativediva: must-watch: bill maher schools pbs host charlie rose over islam's 'illiberal beliefs' http://t.co/5pq91jxoev
14760|0.7659887|0.91724545|0.8228326|0.8674778|1|Subject:Nurse_abuse|0.400000006|"rt @cookiecocaine_: stop fuckin with a ""take me out somewhere"" type of bitch... get you a ""baby i cooked for you"" type of chick!! &#128525;&#9749;&#65039;&#128056;"
14761|0.76600784|0.9172535|0.82284814|0.86748993|1|Subject:Hatred|0.173333332|rt @coolie_gbe300: i hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. i'm good nigga i'&#8230;
14762|0.766027|0.9172616|0.82286364|0.8675022|1|Subject:Nuisance_fee|0.200000003|rt @coolie_gbe300: i'm about to go on http://t.co/9btg26mlgu &amp; be the devil &amp; catfish some hoes.
14763|0.76604605|0.9172697|0.8228792|0.86751443|0|Subject:Drop_set|0.133333340|"rt @coolie_gbe300: it's 2014 &amp; you niggas still runnin round sayin ""yall don't eat pussy"". y'all must be suckin dick."
14764|0.7660652|0.9172778|0.82289475|0.86752665|1|Subject:Public_humiliation|0.312500000|rt @coolie_gbe300: when the side bitch try to approach you in public. http://t.co/gbbiob1ots
14766|0.7660026|0.9172778|0.8228226|0.8674866|2|Subject:Offences_Against_the_Person_Act|0.523809552|rt @corbynkelly13: found some more of my original yellow bracelets and the first person i thought of was @tannermcdowell
14767|0.7660217|0.91728586|0.8228381|0.8674989|1|Subject:Offences_Against_the_Person_Act|0.190476209|rt @coreykeyz: when you find out your bae is a hoe http://t.co/si8g1mzpgs
14770|0.7660408|0.91729397|0.8228536|0.8675111|1|Subject:B|0.200000003|rt @corylafon: i just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;
14773|0.76605994|0.9173021|0.8228692|0.86752343|0|Subject:Offences_Against_the_Person_Act|0.266666681|rt @cougar745iii: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; stereotypi&#8230;
14774|0.7659974|0.9173021|0.822797|0.86748326|2|Subject:Islamabad_court_attack|0.125714287|"rt @couldbeeashia: @vivalamarley me waiting on you to take me to ny with you to get my nips pierced &#128590;&#128589;&#128105;&#128117;"
14775|0.7660165|0.9173101|0.82281256|0.8674955|1|Subject:Offences_Against_the_Person_Act|0.400000036|"rt @counton24: bitch you love every team but the us lol rt""@rihanna: this is the game i've been waiting for! i sincerely love both of these&#8230;"
14776|0.76603556|0.9173182|0.8228281|0.86750776|1|Subject:Offences_Against_the_Person_Act|0.266666681|"rt @countermoonbat: btw, hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. she needs to be aske&#8230;"
14777|0.7660547|0.9173263|0.8228436|0.86752|1|Subject:Inside_IS_-_10_Tage_im_'Islamischen_Staat'|0.174999997|"rt @courtneysuvak_: &#8220;@dory: ""what are you twelve"" yeah on a scale of one to ten bitch&#8221;"
14778|0.76607376|0.9173344|0.82285917|0.8675322|1|Subject:Bitch_(insult)|0.109722227|"rt @courtneyykay: cruising down the street in my 64, jockin the bitches, slappin the hoes"
14779|0.76609284|0.9173424|0.82287467|0.8675445|1|Subject:Power_and_control_in_abusive_relationships|0.172666669|rt @craziestfreaks: when you eat the pussy so good she can't control her moans &#128523;&#128166;&#128069; http://t.co/gumzv3ikdj
14780|0.7661119|0.91735053|0.8228902|0.8675567|1|Subject:Offences_Against_the_Person_Act|0.400000036|rt @craziestsex: a girl knows when a bitch likes her boyfriend &#128564;&#128080;
14782|0.766131|0.9173586|0.8229057|0.8675689|1|Subject:Refugee_week|0.222222224|"rt @craziestsex: sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;"
14784|0.76615006|0.9173667|0.8229212|0.8675811|1|Subject:Offences_Against_the_Person_Act|0.190476209|rt @craziestsex: hmu when you stop bein a lil bitch
14785|0.76616913|0.91737473|0.8229368|0.8675934|1|Subject:Victory_in_Iraq_Day|0.233333334|rt @craziestsex: hoes these days be like &#128514; http://t.co/avlwkkd8rw
14787|0.7661882|0.91738284|0.8229523|0.8676056|1|Subject:Bitch_tits|0.250000000|rt @craziestsex: she killed that bitch &#128555;&#128514; http://t.co/uvs9e1gxpf
14788|0.7662073|0.9173909|0.82296777|0.8676179|1|Subject:Adult_abuse|0.600000024|rt @creationofjay: no girl sucks dick but somehow all dudes get head. dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;
14789|0.76622635|0.9173989|0.82298326|0.8676301|1|Subject:Web_We_Want|0.166666672|"rt @creepgawddess: ""uhh bitch, don't tell him ""bless you."" when he sneeze. he got all the blessings he need with me."" http://t.co/z4p52lbfek"
14790|0.7662454|0.91740704|0.82299876|0.8676423|1|Subject:Acquaintance_rape|0.250000000|rt @creepgawddess: having a friend that's a hoe but boring is probably depressing.
14791|0.7662645|0.9174151|0.82301426|0.8676545|1|Subject:Serial_rapist|0.229166672|rt @creepgawddess: wait what?? rt @soulfulbrotha: $65 a random number for some pussy.
14792|0.76620203|0.9174151|0.8229422|0.8676145|2|Subject:Destabilisation|0.161111116|"rt @creepyscout: bend over. and pick up that trash."
14793|0.76622105|0.9174231|0.8229577|0.8676267|1|Subject:Bitch_tits|0.250000000|rt @crimefetish: but bitches do that too http://t.co/kwfrabguwj
14794|0.7662401|0.9174312|0.8229732|0.8676389|1|Subject:Offences_Against_the_Person_Act|0.323809564|"rt @crittamo: i'm getting tired of these same ol no hope broke bitches! no job, all they wanna do is twerk and smoke swishers"
14797|0.7662592|0.9174392|0.8229887|0.86765105|1|Subject:Car_bomb|0.202380970|rt @crownthatbitch: your pussy so bomb i call it dynamite
14799|0.7662782|0.9174473|0.8230042|0.8676633|1|Subject:Bitch_tits|0.250000000|rt @cuffyofee: i take a bitch to houston's she better not speak to another nigga while the meal still in her digestive system
14800|0.7662973|0.9174554|0.8230197|0.8676756|1|Subject:Nuisance_fee|0.200000003|"rt @cuff_no_slut: hate basic bitches,"
14801|0.7663163|0.9174634|0.8230352|0.86768776|0|Subject:Web_We_Want|0.166666672|rt @cuhcuhcraig: is that kawhi leonard? smh rt &#8220;@idntwearcondoms: wow u really gonna leak ou.. nvm rt @msjoseline: ion need i fuc nig http:&#8230;
14802|0.76633537|0.91747147|0.8230507|0.8677|1|Subject:Ball_and_chain|0.133333340|rt @cuhcuhcuh: hoes is hoes niggas be mad cuhz they be tryna cuff the hoes cuh
14803|0.7663544|0.9174795|0.8230662|0.8677122|1|Subject:Bitch_(insult)|0.109722227|rt @cuhcuhcuh: i got no love for bitches or bitch niggas cuh
14804|0.7663734|0.91748756|0.8230816|0.86772436|1|Subject:Psychology_of_torture|0.375000000|"rt @cuhcuhcuh: when a bitch say ""i love you"" hit her wit the reverse psychology &amp; say ""do you?"" it work 70% of the time cuh the other 30% g&#8230;"
14805|0.76639247|0.9174956|0.8230971|0.8677366|1|Subject:Human_rights_abuses_in_Kashmir|0.222222239|rt @cuhcuhcuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh
14806|0.7664115|0.91750365|0.8231126|0.8677488|1|Subject:Bitch_tits|0.250000000|rt @cuhcuhcuh: bitches is twerkin on camera while they kid watchin sponge bob cuh
14807|0.7664305|0.9175117|0.82312804|0.86776096|1|Subject:Victory_in_Iraq_Day|0.166666672|"rt @cuhcuhcuh: bitches name they make up off of instagram filters cuh this bitch was lookin like ""rise"" the other day"
14808|0.7663681|0.91742224|0.82312804|0.86772096|1|Subject:Bad_bitch|0.071111120|rt @cuhcuhcuh: bitches who smoke cigs are disgusting cuh
14809|0.7663057|0.9173328|0.82312804|0.86768097|1|Subject:Prison_conditions_in_France|0.100000001|rt @cuhcuhcuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh
14810|0.7663247|0.9173409|0.82314354|0.8676931|1|Subject:Abuse_of_information|0.285714298|rt @cuhcuhcuh: idk why skinny bitches think they got ass cuh
14811|0.7663437|0.9173489|0.823159|0.86770535|1|Subject:Peer_abuse|0.200000003|rt @cuhcuhcuh: if a bitch let me hit ill leave her crippled cuh
14812|0.7663627|0.91735697|0.8231745|0.86771756|1|Subject:Nuisance_fee|0.200000003|rt @cuhcuhcuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
14813|0.76638174|0.917365|0.8231899|0.8677297|1|Subject:Teacher_abuse|0.200000003|rt @cuhcuhcuh: if the pussy not fartin u not fuccin right cuh
14814|0.76640075|0.91737306|0.8232054|0.86774194|1|Subject:Causes_of_World_War_I|0.250000000|rt @cuhcuhcuh: its some sexy ugly bitches in the world cuh that ill fucc
14816|0.76641977|0.91738117|0.82322085|0.86775416|1|Subject:White_pride|0.133333340|rt @cuhcuhcuh: white hoes still wear ugg's in hot ass weather cuh
14818|0.7664388|0.9173892|0.8232363|0.8677663|1|Subject:Nuisance_fee|0.200000003|"rt @curlsgoddess: being so wrapped up in love that you stop doing well for you is what middle schoolers do, dumb bitch. i want just want mo&#8230;"
14819|0.7664578|0.91739726|0.8232517|0.86777854|1|Subject:Abuse_of_information|0.200000003|rt @currensy_spitta: all that high fashion leather gear u wearin to impress a bitch..i got at her wit a dickie shirt and some adidas slides&#8230;
14820|0.7664768|0.9174053|0.8232672|0.86779064|1|Subject:Personal_abuse|0.222222224|rt @currensy_spitta: and if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
14821|0.7664958|0.9174133|0.82328266|0.86780286|1|Subject:Hoe_Kah_Hong|0.137500003|rt @currensy_spitta: don't neva check a real nigga....... check a hoe
14822|0.7665148|0.91742134|0.8232981|0.867815|1|Subject:For?as_Populares_25_de_Abril|0.145833343|rt @currensy_spitta: fuckin hoe ass click it or ticket.....25 dollars n shit
14823|0.7665338|0.9174294|0.82331353|0.86782724|1|Subject:Nuisance_fee|0.200000003|rt @currensy_spitta: i never bought a bitch....
14824|0.7665528|0.91743743|0.823329|0.86783934|1|Subject:Red_Zone_(Iraq)|0.166666672|rt @currensy_spitta: i will not buy your bitch no red bottoms.... so don't even worry bout that cuzzo..
14825|0.76657176|0.9174455|0.8233444|0.86785156|1|Subject:Nuisance_fee|0.200000003|rt @currensy_spitta: some bitches think a trucker hat automatically makes them a model.....
14826|0.7665908|0.9174535|0.82335985|0.8678637|1|Subject:Offence_against_the_person|0.600000024|"rt @curvables: she play quarterback, and got a cheerleader girlfriend... yupp this hoe more of a man than i'll ever be. http://t.co/qluuajl&#8230;"
14827|0.7666097|0.9174616|0.8233753|0.86787593|1|Subject:Teacher_abuse|0.500000000|"rt @curvables: teachers always assign homework like we don't have no life, bitch i gotta go home and tweet."
14828|0.76662874|0.91746956|0.82339066|0.86788803|1|Subject:Nuisance_fee|0.400000006|"rt @curvables: teachers always think they slick, bitches be subtweeting you in class and shit."
14830|0.7665664|0.91746956|0.8233188|0.8678481|2|Subject:Offences_Against_the_Person_Act|0.323809564|rt @cuteforfall: i can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3blsbpryd
14831|0.76650405|0.91746956|0.8232469|0.86780816|2|Subject:Parental_abuse_by_children|0.333333343|rt @cuteoverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gmk5dbjajq
14832|0.76652306|0.9174776|0.82326233|0.8678204|0|Subject:Nuisance_fee|0.200000003|"rt @cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: if you fuck wit a lame nigga you a lame bitch"""
14833|0.766542|0.91748565|0.8232778|0.8678325|1|Subject:Killing_of_captives_by_ISIL|0.166666672|rt @cuzzintom: if byron leftwich fucks as hard as he throws then he kills bitches
14834|0.76647973|0.91748565|0.8232059|0.8677926|2|Subject:Traci,_I_Love_You|0.139285713|rt @cyfyre: @wesorrjames love you too my nig #squad
14835|0.7664987|0.9174937|0.8232213|0.86780477|1|Subject:Adult_abuse|0.485714316|"rt @czarzellem: hey liberals,meet @sentedcruz, future majority leader of the us senate.enjoy. payback is a bitch. #p2 #stoprush #waar http:&#8230;"
14836|0.7665177|0.9175017|0.8232367|0.86781687|1|Subject:Animal_bite|0.190476209|"rt @czarofswag: to the retards chanting usa at the fc dallas game, kansas is in the usa."
14837|0.7664554|0.9175017|0.8231649|0.86777693|2|Subject:Persecution_of_people_with_autism|0.187500000|"rt @czickenshack: i'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""uncrustables"" is already taken. fu&#8230;"
14838|0.76647437|0.91750973|0.8231803|0.86778915|1|Subject:Offences_Against_the_Person_Act|0.457142889|"rt @d0peshit0nly: bitches be having no job no future no education &amp; have the nerve to say ""all these niggas want is pussy"" bitch cause that&#8230;"
14839|0.7664933|0.9175177|0.82319576|0.8678013|0|Subject:Poof|0.333333343|rt @d9rize: @terrorfranchise @d9oxy stfu faggot a clip is 4+ holy fucking tittyy shit
14841|0.76651233|0.91752577|0.8232112|0.86781347|1|Subject:Peer_abuse|0.200000003|rt @da_polo_king: @vikkinosecrets hoes have no life
14842|0.7665313|0.9175338|0.8232266|0.8678256|1|Subject:Bitch_tits|0.250000000|rt @daiinuh: girls with six packs are scary..... just have a flat stomach that's hot enough.... ripped bitches are scary looking.
14843|0.76655024|0.9175418|0.823242|0.8678377|1|Subject:Fishhook_(Cambodia)|0.111111119|rt @dbn_kev: cry some more rt @pacdagoat: that's a legal tackle faggot rt @pp_rich_hill: seriously? http://t.co/7s0v4pm7ib
14844|0.7665692|0.91754985|0.82325745|0.86784995|1|Subject:Total_balance|0.160000011|rt @dboi509: shave pussy deserve nothing but fie head and good dick #twitterafterdark :)
14846|0.76658815|0.91755784|0.8232729|0.8678621|1|Subject:Years_of_Lead|0.307407409|rt @dblockdeuce_215: it's about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back&#8230;
14847|0.7665259|0.91755784|0.82320106|0.8678222|2|Subject:Human_rights_abuses_in_Kashmir|0.314814806|rt @dcplod: the paranoid fear of sharia on the right boils down to: christian fundamentalists should be the sole oppressors and persecu ...
14848|0.7665449|0.9175659|0.82321644|0.8678343|1|Subject:Hoe_Kah_Hong|0.137500003|rt @deon1093: ahaaaa duhhrt @paper_chaysin: these hoes are for everyone !
14849|0.76656383|0.91757387|0.8232319|0.8678464|1|Subject:Gujba_college_massacre|0.157500014|rt @detroitsweets_: u gotta be retarded to skip class in college
14851|0.7665828|0.91758186|0.8232473|0.8678586|1|Subject:Adult_abuse|0.485714316|"rt @dfkinlopes: bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;"
14852|0.76660174|0.9175899|0.8232627|0.86787075|1|Subject:Age_of_consent_reform|0.180000007|rt @dfkinlopes: even at a young age these hoes ain't loyal http://t.co/omwaed2pcj
14853|0.7666207|0.9175979|0.8232781|0.8678829|1|Subject:Offences_Against_the_Person_Act|0.400000036|rt @dfkinlopes: if my girl get in a fight with your girl you better be ready to fade too cuz i'ma knock you out then go help my bitch stomp&#8230;
14854|0.7666396|0.91760594|0.8232935|0.86789507|1|Subject:Nuisance_fee|0.200000003|rt @dfkinlopes: lying ass bitch http://t.co/vguclaennt
14855|0.76665854|0.9176139|0.82330894|0.86790717|1|Subject:Format_shifting|0.250000030|rt @dfkinlopes: mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&#8230;
14856|0.7666775|0.9176219|0.8233243|0.86791927|1|Subject:Before_We_Say_Goodbye|0.125000000|"rt @dfkinlopes: me: you're a hoe hoe: you wasn't saying that august 12, 2014 at 7:22 pm me: well you're a hoe today on october 1st 2014 at &#8230;"
14857|0.7666964|0.9176299|0.8233397|0.8679314|1|Subject:Bitch_(insult)|0.109722227|rt @dfkinlopes: when a bitch sneezes too close to you http://t.co/jq3p3nyeaz
14859|0.76671535|0.91763794|0.82335514|0.86794364|1|Subject:Bitch_tits|0.250000000|"rt @dgooods: never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike"
14860|0.7666531|0.91763794|0.8232834|0.86790377|2|Subject:Chocolate_box_art|0.062500000|rt @diycookery: godiva chocolate dipped oreos &#128523; http://t.co/osypnadyto
14861|0.7666721|0.91764593|0.82329875|0.86791587|1|Subject:Adult_abuse|0.400000006|rt @dinherfriends: kanye turned a hoe into a housewife and niggas said rip good girls forever.
14863|0.766691|0.9176539|0.8233142|0.867928|1|Subject:Union_violence|0.119047627|rt @djzeeti: marriage not for everyone.. some bitches just want u to sleepover sometimes
14864|0.7667099|0.9176619|0.82332957|0.8679401|1|Subject:Hatred|0.173333332|rt @djzeeti: this nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/cjfz9dauyl
14865|0.7667289|0.9176699|0.82334495|0.8679522|1|Subject:Animal_bite|0.323809564|rt @djzeeti: i couldnt host 106 and park .. i'd fuck too many young bitches
14866|0.7667478|0.9176779|0.8233603|0.8679643|1|Subject:Peer_abuse|0.200000003|rt @djzeeti: my bitch a choosy lover
14867|0.76676667|0.91768587|0.8233757|0.8679765|1|Subject:Girlfriend_2000|0.233333334|"rt @djzeeti: niggas tweet about wanting a ""good girl"" while giving ""hoes"" attention all day"
14868|0.7667856|0.91769385|0.8233911|0.86798865|1|Subject:Abuse_of_information|0.285714298|rt @dj_cellophane: oomf pussy probably taste like the krabby patty secret formula.
14869|0.7668045|0.91770184|0.82340646|0.86800075|1|Subject:Claimants_Bill_of_Rights|0.250000000|rt @dj_leezy: @thekaosyatti @jmuggaaa bitch ya mom take it in the ass for the light bill bitch &#128514;
14870|0.7668234|0.9177098|0.82342184|0.86801285|1|Subject:Bitch_tits|0.250000000|rt @dj_leezy: @thekaosyatti @jmuggaaa ya mom lick ass for christmas gifts bitch lol
14871|0.7668423|0.9177178|0.8234372|0.86802495|1|Subject:Terrorism_and_social_media|0.250000000|"rt @dj_marvz: chris brown got no chill button..... why sell a bitch out on social media tho? like not even a subliminal, buddy took time to&#8230;"
14872|0.7668612|0.9177258|0.8234526|0.86803705|1|Subject:Nuisance_fee|0.200000003|"rt @djsir_freshley: &#127919;&#127919;&#127919;rt @gurujeremy bitches are only ""moral"" when it comes to sex... when it's convenient for them. otherwise they hoe th&#8230;"
14873|0.76679903|0.9177258|0.82338095|0.8679973|2|Subject:Torture_chamber|0.200000003|rt @dnainfochi: the new nature area replacing indian boundary park's former zoo is expected to attract a variety of migratory birds http://&#8230;
14874|0.766818|0.9177338|0.82339627|0.8680093|0|Subject:Safe_conduct|0.166666672|rt @drnrdx: @brandonfxrd you're not safe pussy boy looooool http://t.co/tocj1wxryk
14875|0.7667558|0.9177338|0.8233246|0.8679696|2|Subject:Ad_extirpanda|0.250000000|rt @drudge_report: shy bladder group protests rob lowe directv ad... http://t.co/d5yxgliokl
14876|0.7667747|0.9177418|0.82334|0.8679817|1|Subject:Three_Evils|0.156250000|rt @ds_arrogance: hahaha these niggas funny ask&#128128;&#128128;&#128128;rt&#8220;@1bookieg: @ds_arrogance @hg_shit i bet i can pull at lease 3 bitches with them &#128514;&#128514;&#8221;
14877|0.7667936|0.91774976|0.8233554|0.8679938|1|Subject:Peer_abuse|0.200000003|"rt @dtavohn269: best said by @ispeakmut ""there's a storm brewing bitch"" lmao"
14878|0.7668125|0.91775775|0.82337075|0.8680059|1|Subject:Nuisance_fee|0.200000003|"rt @d_41395: and i aint got time for bitches , gotta keep my mind on my mothafuckin riches"
14879|0.7668314|0.91776574|0.82338613|0.868018|1|Subject:Offence_against_the_person|0.323809564|"rt @d_41395: wake up like fuck my life, life's a bitch but she better fuck me right"
