N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
15219|0.8084837|0.96870553|0.83015037|0.8940919|1|Subject:Nurse_abuse|0.307692319|"rt @franquitouno: instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7wrdtq3"
15220|0.80849886|0.9687085|0.83016413|0.89410114|1|Subject:Offences_Against_the_Person_Act|0.647619128|"rt @fratfession: ""every frat should have gay brothers because they pull hella fine bitches to your parties"" - sigma alpha epsilon"
15221|0.808514|0.9687115|0.83017796|0.89411044|1|Subject:Right_to_protest|0.333333343|rt @freaknation69: eatin the pussy right and she push you off &gt;&gt;&gt; http://t.co/kg17wwi0vx
15222|0.80852914|0.9687145|0.83019173|0.89411974|1|Subject:Foot_whipping|0.238705739|"rt @freakoslam93: ""@tattedhms: @freakoslam93 let's go pick up dat bitch she only 10 dollars lol"" hml brogod"
15223|0.8085443|0.9687174|0.83020556|0.8941289|1|Subject:Cold_Valley_Mass_Grave|0.108974360|rt @freddiegibbs: it's cold as penguin pussy.
15224|0.8084803|0.9687174|0.8301381|0.89408976|2|Subject:Hatred|0.173333332|rt @freddyamazin: how can anyone hate charlie sheen http://t.co/niejiryg7u
15225|0.80849546|0.9687204|0.8301519|0.8940992|1|Subject:Offences_Against_the_Person_Act|0.426373661|rt @freefaceridess: niggas be waiting for these light skin bitches to respond to a dm like ... http://t.co/lzlunyh5xo
15227|0.80851066|0.96872336|0.8301657|0.8941084|1|Subject:Amercement|0.250000000|"rt @freemolly_: &#8220;@___tamm: shawty fine, breath stank...&#8221; do da heisman on dat hoe &#128514;"
15228|0.8085258|0.96872634|0.8301795|0.89411765|1|Subject:Bad_trip|0.116666675|rt @freemolly_: @voiceofdstreetz my bad bro dem hoes heat tho &#128293;&#128293;&#128293;
15229|0.80854094|0.96872926|0.8301933|0.89412695|1|Subject:Grapple_Ray|0.426923066|rt @freemolly_: @voiceofdstreetz why i was bouta grab dem hoes yeterday outta hook ups &#128553;
15230|0.8085561|0.96873224|0.83020705|0.8941362|1|Subject:Blood_money_(restitution)|0.142857149|rt @freetopher: fuck bitches...get money
15231|0.8085712|0.9687352|0.8302209|0.8941454|1|Subject:Girlfriend_2000|0.233333334|rt @freetopher: some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes ?? &#128553;&#128553;&#128553;
15232|0.80858636|0.96873814|0.83023465|0.89415467|1|Subject:Black_hat|0.190705135|rt @freetopher: that black pussy have nigga sayin anything #ahsfreakshow
15233|0.8086015|0.9687411|0.8302484|0.8941639|1|Subject:Offences_Against_the_Person_Act|0.307692349|rt @freshcigarette: can you cunts go 20 seconds without talking about weed
15234|0.8086166|0.9687441|0.8302622|0.8941732|1|Subject:Abuse_of_rank|1.000000000|"rt @friendzoneceo: the go-to insult is always to call someone: 1. fat 2. ugly or 3. a hoe"
15235|0.8086317|0.968747|0.83027595|0.89418244|1|Subject:It's_Showtime_2012_in_Leeuwarden|0.166666672|"rt @friendlyassh0le: ""if you dont text me first, we dont text at all"" thats why you're lonely and single, you stupid bitch."
15236|0.80864686|0.96875|0.8302897|0.8941917|1|Subject:Nuisance_fee|0.200000003|"rt @friendlyassh0le: ""you curse too much"" bitch you breathe too much, shut the fuck up"
15238|0.808662|0.968753|0.83030355|0.8942009|1|Subject:Offences_Against_the_Person_Act|0.307692349|"rt @friendlyassh0le: first i charge my phone, then i text your bitch"
15239|0.8086771|0.9687559|0.8303173|0.8942102|1|Subject:Forced_confession|0.102564111|rt @friendlyassh0le: hoes will be hoes.
15240|0.8086922|0.9687589|0.8303311|0.89421946|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @friendlyassh0le: how bitches be when soccer players take their shirt off.. http://t.co/xalmdxr2a3
15241|0.80870736|0.96876186|0.83034486|0.8942287|1|Subject:Stress_position|0.117948726|"rt @friendlyassh0le: if i got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch."
15242|0.80872244|0.9687648|0.83035856|0.89423794|1|Subject:Offences_Against_the_Person_Act|0.235897452|"rt @friendlyassh0le: if i had $400 and my girl had $0, i would have $400 &amp; be single bc i dnt fuck with broke bitches. get your money up."
15245|0.8087376|0.96876776|0.83037233|0.8942471|1|Subject:Offences_Against_the_Person_Act|0.338461578|"rt @friendlyassh0le: it's annoying as hell when girls tweet about ""bae"" all day. we don't give a fuck bitch. ""bae"" is somewhere cheating ri&#8230;"
15246|0.80875266|0.9687707|0.8303861|0.8942564|1|Subject:Spray-on_clothing|0.326923072|rt @friendlyassh0le: these 13 yr old bitches really got that minimum wage nigga alex thinking about starting a clothing line. im done with &#8230;
15247|0.80868876|0.9687707|0.83031875|0.8942173|2|Subject:Grapple_Ray|0.100000001|"rt @friendlyassh0le: todays horoscope: you're still a hoe that is all. have a nice day"
15248|0.8087039|0.96877366|0.8303325|0.8942266|1|Subject:Abuse_of_power|0.133333340|"rt @friendlyassh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you"" bitch what???"
15249|0.808719|0.9687766|0.8303463|0.89423585|1|Subject:Offences_Against_the_Person_Act|0.347008556|rt @friendlyassh0le: bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.
15250|0.8087341|0.96877956|0.83036005|0.894245|1|Subject:Stress_position|0.235897452|rt @friendlyassh0le: i dont give a fuck what my ex is doing... bitch isn't my problem anymore
15251|0.8087492|0.96878254|0.8303738|0.89425427|1|Subject:Offences_Against_the_Person_Act|0.538461566|"rt @friendlyassh0le: im not rude, most people are just sensitive little bitches"
15252|0.80876434|0.96878546|0.83038753|0.8942635|1|Subject:Bitch_tits|0.250000000|rt @friendlyassh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/aluy9eo3xk
15253|0.8087794|0.96878844|0.8304013|0.8942727|1|Subject:Offences_Against_the_Person_Act|0.307692349|rt @friendlyassh0le: when bitches talk about their bf 24/7 http://t.co/kdebryk5er
15254|0.8087945|0.96879137|0.83041507|0.894282|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @fuccseth: @huntermoore bitch doing a keg stand at this party http://t.co/mukk3bottu
15255|0.8088096|0.96879435|0.8304288|0.89429116|1|Subject:Offences_Against_the_Person_Act|0.538461566|rt @fuckboirik: ok seriously fuck the people who slam on their breaks when the light turns yellow. floor that shit bitch
15256|0.8088247|0.96879727|0.83044255|0.89430034|1|Subject:Offences_Against_the_Person_Act|0.867399335|rt @fuckboylog: i bet i hit that bitch.. like a game winner
15257|0.8088398|0.96880025|0.83045626|0.89430964|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @fuckhistattoos: niggas! stop giving these hoes attention! how about retweeting true beauty instead of retweeting these half naked mf.
15258|0.8088549|0.96880317|0.83047|0.8943188|1|Subject:Adult_abuse|0.507692337|rt @fucktravonn: .@tropicalkyle being a hoe is a talent. das why girls put booking info in they bio when they get 5k followers
15259|0.80886996|0.96880615|0.83048373|0.8943281|1|Subject:Blinding_(punishment)|0.375000000|rt @fucktravonn: @tropicalkyle @wendella_ one time me and this blind bitch was watching a movie
15260|0.80888504|0.96880907|0.8304975|0.8943373|1|Subject:FORGE_Program|0.102564111|rt @fucktravonn: @tropicalkyle i saw the xxx but i just thought she was a hoe
15261|0.8089001|0.96881205|0.8305112|0.8943465|1|Subject:Adult_abuse|0.353846163|rt @fucktravonn: niggas madd gay rt @cirocbwoy_: teachers giving niggas pussy and they snitching. incredible
15262|0.8089152|0.96881497|0.830525|0.8943557|1|Subject:Right_to_work|0.196581215|rt @fuckyouisaac_: maury 70 years old still exposing hoes
15263|0.8089303|0.9688179|0.8305387|0.894365|0|Subject:Death_by_sawing|0.190476209|rt @fucking_garza: i wanna sleep but i'm outside with this nigger lol trying to hang him
15264|0.80886644|0.9688179|0.8304714|0.894326|2|Subject:Offences_Against_the_Person_Act|0.190476209|"rt @fuktylar: ""heard you was talkin trash like i wouldn't find out"" http://t.co/8lpcnhm9xb"
15265|0.8088815|0.96882087|0.83048517|0.8943352|1|Subject:Bitch_tits|0.250000000|"rt @fumingturnip: @patvpeters o didn't know?!? sure, he's a little bitch. valerie jarrett on the other hand, you betcha. that guy knows eve&#8230;"
15267|0.8088966|0.9688238|0.8304989|0.89434445|1|Subject:Nazism_in_Chile|0.316666663|rt @funkydineva: chile i'm taking greyhound everywhere from now on. yo hoes and bout to fly me into no building or fly me over the bermuda &#8230;
15268|0.8089117|0.9688268|0.8305126|0.8943536|1|Subject:School_of_the_Americas_Watch|0.314903855|rt @funkydineva: i have not watched part 2 of the reunion. i'm so over them hoes. i don't even care
15269|0.80892676|0.9688297|0.8305263|0.89436275|1|Subject:Offences_Against_the_Person_Act|0.338461578|"rt @funkydineva: if you can barely walk in your heels or your dress, bitch you are trying to hard"
15270|0.8089418|0.9688326|0.83054006|0.89437205|1|Subject:Offence_against_the_person|0.369230807|rt @funkydineva: teenagers have got to be the most disrespectful sons of bitches ever! i commend all parents. it's not an easy job
15271|0.808878|0.9688326|0.8304728|0.89433306|2|Subject:Right_to_work|0.279914558|rt @funnyjokebook: i hope i made these pot brownies right http://t.co/idddhppjiu
15274|0.8088142|0.9688326|0.8304056|0.894294|2|Subject:Offence_against_the_person|0.235897452|rt @funnyogtweets: when rednecks fool around with the aux cord http://t.co/tyzuro7qr5
15275|0.8088293|0.9688356|0.8304193|0.8943033|1|Subject:Adult_abuse|0.376068383|"rt @funnyortips: ugly people: taken &#128143; nerds: taken &#128143;  hoes: taken &#128143; everybody: taken &#128143; me: &#128694;"
15276|0.8088444|0.9688385|0.830433|0.89431244|1|Subject:Nuisance_fee|0.200000003|"rt @funnypicsdepot: he really put ""side bitch contract"" &#128514;&#128514; http://t.co/koktvopvp1"
15277|0.80885947|0.9688415|0.8304467|0.8943216|1|Subject:Hatred|0.173333332|rt @funnypicsdepot: lmao i hate that hoe already &#128514; http://t.co/0vram5pfjl
15278|0.80887455|0.9688444|0.8304605|0.8943309|1|Subject:Stress_position|0.117948726|rt @funnypicsdepot: lmfao bitch got my phone https://t.co/alunwj9sck
15279|0.80888957|0.96884733|0.8304742|0.89434016|1|Subject:Right_to_die|0.235897452|rt @funnypicsdepot: niggas develop superpowers when it comes to getting some pussy http://t.co/adbxqltdjj
15280|0.80890465|0.9688503|0.8304879|0.89434934|1|Subject:Sectarian_violence|0.122222237|rt @funnypicsdepot: these 5th grade hoes ain't loyal http://t.co/hhpruzxr0j
15281|0.8089197|0.96885324|0.8305016|0.8943585|1|Subject:FORGE_Program|0.102564111|rt @funnypicsdepot: when u start realizing that bae is a hoe http://t.co/0j96w8ofmq
15282|0.80893475|0.96885616|0.8305153|0.89436775|1|Subject:Torture_chamber|0.285714298|rt @funnypicsdepot: when you get twerk from the thickest bitch in the room http://t.co/a6r9u18efs
15283|0.8089498|0.96885914|0.83052903|0.89437693|0|Subject:Ethnic_cleansing|0.351648390|rt @funnypicsdepot: white trash warfare pt 3 https://t.co/zboiyjnfl9 &#128514;&#128514;&#128514;
15284|0.80896485|0.96886206|0.83054274|0.8943861|1|Subject:Offences_Against_the_Person_Act|0.235897452|"rt @funnypicsdepot: bitches be like ""i'm a virgin"" http://t.co/mfdwxmg8ic"
15285|0.8089799|0.968865|0.83055645|0.8943953|1|Subject:Bitch_tits|0.333333343|rt @funnypicsdepot: bitches in middle school be like http://t.co/8hdtphph51
15286|0.80899495|0.9688679|0.83057016|0.89440453|1|Subject:1968_purge_of_Polish_Jews|0.197802216|rt @funnypicsdepot: how to get unlimited pussy in high school http://t.co/54vf2r3s3a
15287|0.80901|0.9688709|0.8305839|0.89441377|0|Subject:Offences_Against_the_Person_Act|0.102564111|rt @funnypicsdepot: pussy ass nigga http://t.co/lxonrmtqtk
15288|0.80902505|0.9688738|0.8305976|0.89442295|1|Subject:Bitch_tits|0.250000000|rt @funnypicsdepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/amjyek77qa
15289|0.80904007|0.9688767|0.8306112|0.89443207|1|Subject:Bitch_tits|0.333333343|rt @funnypicsdepot: this bitch at the mall shaped like mr. incredible http://t.co/l8cuvnznwm
15290|0.80897635|0.9688767|0.8305441|0.89439315|2|Subject:Time-out_(parenting)|0.250000000|"rt @funnypicsdepot: this the ""i play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rjvovoo53l"
15291|0.80899143|0.96887964|0.8305578|0.8944023|1|Subject:Adult_abuse|0.353846163|rt @funnyquotees: halloween use to be a holiday for kids. it is now national dress like your inner hoe day.
15292|0.80900645|0.9688826|0.8305715|0.8944115|1|Subject:Offences_Against_the_Person_Act|0.586080670|"rt @funnyquotees: i hope a bird shits on your face, bitch."
15293|0.8090215|0.96888554|0.8305852|0.8944208|1|Subject:Abuse_of_information|0.807692289|rt @funnysayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks
15294|0.80903655|0.96888846|0.8305989|0.8944299|1|Subject:Offences_Against_the_Person_Act|0.632478654|rt @fvnxy: irrelevant people talk so much shit like who the fuck are you bitch
15295|0.8090516|0.9688914|0.8306126|0.8944391|1|Subject:Harrow_(tool)|0.124542132|rt @fvnxy: when bae turns out to be a hoe http://t.co/h37nsqcmar
15296|0.8090666|0.96889436|0.83062625|0.8944483|1|Subject:Adult_abuse|0.500000000|"rt @g0ldeng0ddess: turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;"
15297|0.8090816|0.9688973|0.83063996|0.8944575|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @gbithc: this bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu
15298|0.80909663|0.9689002|0.8306536|0.8944667|1|Subject:Abuse_of_power|0.293040335|"rt @gdkelijah: ladies, if your pussy sounds like this please hit my dms. i need you for a science project &#128064; https://t.co/xr0hgold5m"
15299|0.80911165|0.9689031|0.8306673|0.8944759|1|Subject:Offences_Against_the_Person_Act|0.347008556|rt @glodeh: her shitty booty ass talm about its a prep rally. how bitch how? what y'all preparing for? &#128514;&#128514;&#128514;
15300|0.8091267|0.96890604|0.83068097|0.89448506|1|Subject:Offences_Against_the_Person_Act|0.235897452|rt @gmb_ace: @_100d dat nigga lame bro he unfollowed me like a bitch
15301|0.8091417|0.96890897|0.8306947|0.8944942|1|Subject:Offence_against_the_person|0.338461578|rt @gmb_ace: boss niggas fuk wit boss bitches vice versa..
15302|0.8091567|0.96891195|0.8307083|0.8945034|0|Subject:Adult_abuse|0.153846160|rt @gmb_ace: i'm a get money nigga so da hoes love me
15303|0.80917174|0.96891487|0.83072203|0.8945126|1|Subject:Nurse_abuse|0.400000006|rt @gmb_ace: if u wife a bitch den she represent u...so dnt wife da wrong bitch
15304|0.8091867|0.9689178|0.8307357|0.8945217|1|Subject:2_+_2_=_5|0.202222228|rt @gmb_ace: if more den 5 niggas can say dey fuked yo bitch u shuldnt be cuffin her &#8252;&#65039;&#128554;
15305|0.8092017|0.9689207|0.83074933|0.8945309|1|Subject:Offences_Against_the_Person_Act|0.471794903|rt @gmb_ace: lame bitches always wanna try 2 play a real nigga like a lame bitch das how u get treated n cut loose&#9995;
15306|0.80921674|0.9689236|0.83076304|0.8945401|1|Subject:Offences_Against_the_Person_Act|0.293040335|rt @gmb_flash7414: oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao
15309|0.8091531|0.9689236|0.8306959|0.8945012|2|Subject:Terrorist_front_organization|0.336153865|"rt @gopblackchick: the racists are @msnbc and its crew of anchors. not ""right wing "" folks. @mharrisperry mocks mixed gop kids. http://t.co&#8230;"
15310|0.8091681|0.96892655|0.83070964|0.8945104|1|Subject:Bitch_(insult)|0.109722227|rt @gunsandcrayons: what's wrong with these bitches breh http://t.co/wcgjoudeue
15312|0.8091831|0.96892947|0.8307233|0.8945195|1|Subject:Offences_Against_the_Person_Act|0.426373661|rt @gabriel_montoya: rt &#8220;@brandon_rios1: @gabriel_montoya fuck u bitch hope i don't see u bitch cuz i would love for u to tell me to my fac&#8230;
15313|0.80919814|0.9689324|0.83073694|0.89452875|1|Subject:Offences_Against_the_Person_Act|0.609279633|rt @gabrielaangela4: @jacklynannn @theonemiss_luu bitches lover the word quality because they quality bitches.
15314|0.8091345|0.9689324|0.8306699|0.8944898|2|Subject:Ghetto|0.145833343|rt @gabrielaangela4: @jacklynannn i'm not even ghetto!!!!
15315|0.8091495|0.9689353|0.8306836|0.89449894|1|Subject:Bitch_tits|0.250000000|rt @gabrielaangela4: bitches be like fuck ponies but ponies ve like fuck bitches.
15316|0.8091645|0.96893823|0.83069724|0.89450824|1|Subject:Hoe_Kah_Hong|0.137500003|rt @gabrielaangela4: that hoe wanta 6/6.
15317|0.8091795|0.96894115|0.8307109|0.8945173|1|Subject:Offences_Against_the_Person_Act|0.235897452|"rt @gangsterfeels: yes i'm judging you by the way you dress, bitch."
15318|0.8091159|0.96894115|0.83064383|0.89447844|2|Subject:Offences_Against_the_Person_Act|0.662271082|"rt @garin: ""a day without laughter is a day wasted."" ~charlie chaplin"
15319|0.8091309|0.9689441|0.83065754|0.8944877|1|Subject:Forced_confession|0.102564111|rt @garnettujl: hoes will be hoes.
15320|0.8090673|0.9689441|0.8305905|0.89444876|2|Subject:The_Wargamer_(website)|0.200000003|"rt @garvey_b: new sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pon&#8230;"
15321|0.8090823|0.968947|0.8306042|0.8944579|1|Subject:Abuse_of_statistics|0.200000003|rt @garylopez_19: i'm gonna make this math test my bitch tomorrow.
15322|0.8090188|0.968947|0.8305372|0.8944191|2|Subject:Offences_Against_the_Person_Act|0.471794903|rt @gatordwqam: everytime i see nelson agholor make a play i want to puke. kid should've been a gator. thanks charlie cheeseburger.
15324|0.80895525|0.968947|0.8304702|0.8943802|2|Subject:Nurse_abuse|0.400000006|rt @gawker: conan o'brien mocks the new call of duty game while getting killed repeatedly. http://t.co/gfcsarhtjt
15327|0.8089702|0.9689499|0.83048385|0.89438945|1|Subject:Grapple_Ray|0.266666681|rt @gbosmg: y'all gotta stop pumping these ugly hoes heads up &#128567;
15328|0.80898523|0.9689529|0.83049756|0.8943986|1|Subject:Adult_abuse|0.571428597|rt @geezzzus: don't no woman want a man that acts like a bitch
15329|0.80900025|0.9689558|0.8305112|0.8944078|1|Subject:Water_torture|0.326923072|rt @georganaaa_: i asked dis bitch to get me water 10 mins ago where dafuq is it
15330|0.8090152|0.96895874|0.83052486|0.894417|1|Subject:Talking_shit|0.419780254|rt @georgecarlinsez: my uncle taught me abt sex. he said 'the birds fuck the bees.' then he told me he banged a girl so hard her freckles c&#8230;
15331|0.80903023|0.9689616|0.8305385|0.8944261|1|Subject:Stress_position|0.235897452|rt @georgekelleyjr: if ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup
15332|0.80904526|0.9689645|0.8305522|0.89443535|1|Subject:Adult_abuse|0.153846160|rt @germansquidd__: these water challenges are retarded as fuck.
15333|0.8090602|0.96896744|0.83056587|0.8944444|1|Subject:Adult_abuse|0.153846160|rt @getemkee_igotem: hoes? i got several? they 10's or better &#128076;
15334|0.80907524|0.96897036|0.8305795|0.89445364|1|Subject:Bitch_tits|0.250000000|rt @getrkod: have a seat drunk bitch #rko https://t.co/6xpnyr1jbn
15335|0.8090902|0.9689733|0.83059317|0.8944627|1|Subject:Abuse_of_information|0.707692325|"rt @get_it_marmar: if i hit you wit that shottie bitch, i bet ya body flip ! &#128299;&#128165;&#128165;&#128165;"
15336|0.80910516|0.9689762|0.8306068|0.89447194|1|Subject:Spray-on_clothing|0.349999994|rt @gettemm_jay: so before you wear a thong get yo pussy in check
15337|0.8091202|0.9689791|0.83062047|0.89448106|1|Subject:Nuisance_fee|0.200000003|rt @gezzy504: niggas don't mind sharing hoes
15339|0.80913514|0.96898204|0.8306341|0.89449024|1|Subject:Bitch_tits|0.250000000|rt @ghettoviine: this bitch came to the club with a broken neck? bitch you serious? https://t.co/a9ynuopyvy
15341|0.80907166|0.96898204|0.8305672|0.89445144|2|Subject:Adult_abuse|0.400000006|"rt @giants: mariano rivera now has a street outside yankee stadium named after him, which giants have also had similar honors: http://t.co/&#8230;"
15342|0.8090866|0.96898496|0.83058083|0.8944606|1|Subject:Adult_abuse|1.153246760|"rt @girltalk26: ""real men ask for nudes"" correction. pussy ass bitches ask for nudes. real men are out there working for women &amp; actually h&#8230;"
15343|0.80902314|0.96898496|0.83051395|0.89442176|2|Subject:Human_rights_abuses_in_Kashmir|0.634920716|"rt @girlfriendnotes: reasons to be a mermaid:- no periods - no pants - perfect hair - u get to lure men into their death also, free clam&#8230;"
15344|0.8090381|0.9689879|0.8305276|0.89443094|1|Subject:Nuisance_fee|0.400000006|rt @girlslovedrugs: talkin bout the next bitch but you ain't bout shit.
15346|0.8089747|0.9689879|0.83046067|0.8943922|2|Subject:Offences_Against_the_Person_Act|0.759706974|"rt @glennsoucy1: the crows warned you to stay away from the island. will you? the soul collector http://t.co/vtc661dc65 #ian1 http://t.co/1&#8230;"
15347|0.80898964|0.9689908|0.8304744|0.8944013|1|Subject:Time-out_(parenting)|0.285714298|rt @gmel_genuine: when ya broke only real bitches stick around
15348|0.80892617|0.9689908|0.8304075|0.89436257|2|Subject:Masao_Baba|0.038888890|rt @goatideas: oreo frappuccino http://t.co/o3qj8m1nff
15349|0.8089412|0.9689937|0.83042115|0.89437175|1|Subject:Offences_Against_the_Person_Act|0.543589771|"rt @goatraplines: chief keef changed the rap game when he said ""bitch i'm cooler than a cooler"""
15350|0.80895615|0.96899664|0.8304348|0.89438087|1|Subject:Blinding_(punishment)|0.524999976|"rt @goatraplines: when lil wayne said ""even deaf bitches say ""hi"" to me, she tell a blind bitch and she say ""i gotta see"""" my headphones ju&#8230;"
15351|0.8088927|0.96890557|0.8304348|0.89434206|1|Subject:Josey_Wales_(character)|0.097222231|rt @goatraplines: when wale said.....nvm that nigga trash
15352|0.8089077|0.9689085|0.83044845|0.89435124|1|Subject:Offences_Against_the_Person_Act|0.426373661|"rt @goldenbella_: if a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! that's it."
15353|0.8089227|0.9689114|0.8304621|0.8943604|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @goldie_brim: smack a bitch no filter
15354|0.8088593|0.9689114|0.8303952|0.89432156|2|Subject:Total_balance|0.141538471|"rt @goldkamp247: yep, steve spurrier just sorta compared alabama to the yankees. ""they've (ny) got the biggest payroll, they don't win ever&#8230;"
15355|0.80887425|0.96891433|0.8304089|0.8943308|1|Subject:Drake_Maijstral|0.200000003|"rt @golfwangslut25: tyga makes you think about fucking a bunch of bad bitches j.cole makes you motivated drake makes you wanna think abou&#8230;"
15356|0.8088892|0.96891725|0.8304225|0.89434|1|Subject:Talking_shit|0.403846145|"rt @goodkidleo: catch a bitch snitch, my finger itchin on the switch"
15358|0.80890423|0.9689202|0.83043617|0.8943491|1|Subject:Poof|0.333333343|"rt @goons_txt: also, just because you suck dick, doesn't mean you have to act like a faggot."
15359|0.8088408|0.9689202|0.83036935|0.89431036|2|Subject:List_of_ethnic_cleansings|0.195360228|rt @goons_txt: only retards and dads roll lawful good.
15360|0.8088558|0.9689231|0.830383|0.8943195|1|Subject:Human_rights_abuses_in_Kashmir|0.645021677|rt @gorgeouscamry_: &#128514;&#128514; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !
15361|0.8088708|0.968926|0.83039665|0.89432865|1|Subject:Offences_Against_the_Person_Act|0.742612958|rt @gorgeouscamry_: &#8220;@1inkkofrosess: @gorgeouscamry_ stop explaining yo self sorry ass bitch dont nobody care &#128522;&#8221;eww you sound spicy !
15362|0.80888575|0.96892893|0.8304103|0.89433783|1|Subject:Offences_Against_the_Person_Act|0.483516544|rt @gorgeouscamry_: i peep a lot of shit and i just laugh cause these hoes some actors !
15363|0.8089007|0.96893185|0.83042395|0.894347|1|Subject:2_+_2_=_5|0.202222228|rt @gorgeouscamry_: it's two different things you hoes should know because a lot of you hoes think yal know me !
15365|0.80883735|0.96893185|0.83035713|0.8943082|2|Subject:Offence_against_the_person|0.235897452|rt @gossipcop: charlie sheen slams rihanna for rejecting his fiancee: you&#8217;re a rude &#8220;idiot&#8221; with bad wig http://t.co/nchn9crlcj
15366|0.8088523|0.9689348|0.8303708|0.8943174|0|Subject:Poof|0.333333343|rt @gottaluvlexci_: &#128557;&#128557;&#128557;&#128557;&#128557; rt @myhips_dntlie: tight pants and loud colors!!! you look like a fag! &#128557;
15367|0.80878896|0.9688438|0.8303708|0.8942787|1|Subject:Grapple_Ray|0.100000001|rt @gottaluvlexci_: you know these hoes wishy washy
15369|0.808804|0.96884674|0.83038443|0.8942878|1|Subject:Offences_Against_the_Person_Act|0.515262604|"rt @grandadjfreeman: i'm tired of fat hoes calling themselves ""thick"". bitch, yo fat ass can't even bend over and touch your toes withou ..."
15370|0.8087406|0.96884674|0.8303177|0.8942491|2|Subject:Animal_bite|0.324786365|rt @gregooglymoogly: my mind is so clear a bird just crashed into the side of my head.
15371|0.80867726|0.96875584|0.8303177|0.8942104|1|Subject:Chemical_castration|0.058974363|rt @greatnegrodamus: lmfaoooooooooo trash ass falcants rt @pacdagoat: lmfaooooooooooo ya stink @blakedabasedson
15372|0.8086923|0.9687588|0.8303313|0.8942195|1|Subject:Nuisance_fee|0.200000003|rt @greatscottnyc: all bitches is crazy.
15373|0.8086289|0.9687588|0.8302645|0.8941808|2|Subject:Abuse_of_information|0.153846160|rt @great_bryt: riff raff is trash
15374|0.8085656|0.9686679|0.8302645|0.8941421|1|Subject:Seeing_Red_(Wentworth)|0.100000001|rt @greaterthn: when you see bae retweet or mention some hoe http://t.co/864ii0yiov
15377|0.8085806|0.96867085|0.83027816|0.8941513|1|Subject:Offences_Against_the_Person_Act|0.293040335|"rt @griff_thegreat: drake said it best when he said ""niggas act more like bitches these days!"""
15378|0.8085956|0.96867377|0.8302918|0.8941604|1|Subject:Pa_Chay_Vue|0.166666672|"rt @grownassmidget: i&#8217;m a bitch? you&#8217;re a bitch. your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. now who&#8217;s t&#8230;"
15379|0.80861056|0.96867675|0.83030546|0.89416957|1|Subject:Offences_Against_the_Person_Act|0.205128223|rt @grvndbxrry: i hate when bitches brag bout how they bf put it down ........ then they single .... &#128514;
15380|0.8086255|0.96867967|0.8303191|0.89417875|1|Subject:Causes_of_World_War_I|0.250000000|"rt @guapoaficionado: kill em all at once i say. rt &#8220;@pacdagoat: the world will be a better place when bitches like her dies lonely http://&#8230;"
15381|0.80864054|0.9686826|0.83033276|0.8941879|1|Subject:Offences_Against_the_Person_Act|0.223776221|"rt @guccimanequote1: gucci, you conceited bitch i might be 'cause my chain so bright, stevie wonder might see"
15382|0.8086555|0.96868557|0.8303464|0.8941971|1|Subject:Nuisance_fee|0.200000003|rt @guiltyzoe: &#128514;benzino bitch wasn't ready &#128557;&#128557;&#127821;
15383|0.8085922|0.96868557|0.83027965|0.8941584|2|Subject:Offences_Against_the_Person_Act|0.338461578|rt @guinness_ras: @chelsea_elisa tell him that you chose (a) not to trash the environment while trying to save it like a hypocritical douc&#8230;
15384|0.8086072|0.9686885|0.8302933|0.89416754|1|Subject:Templar_of_Tyre|0.140476197|"rt @gunplayrob187: tired of dealing with these hoes , but my dick not &#128588;&#128175;&#128564;&#128514;&#128514;"
15386|0.8086222|0.9686914|0.83030695|0.8941767|1|Subject:Offences_Against_the_Person_Act|0.616849899|"rt @gurujeremy: that's how niggas get cheated on. she lie in ur face bc she in denial about her hoe actions. but she tell her homegirls ""it&#8230;"
15387|0.80863714|0.9686943|0.83032054|0.89418584|1|Subject:Adult_abuse|0.439560473|rt @gurujeremy: women think they are angels. so they be in denial about their own hoe actions. don't fall into their facade. see past the b&#8230;
